"cluster","gene","grouping"
"2677","api429","EfaB_MINUS_15349.g1289","conserved"
"2678","api429","EfaB_MINUS_56725.g2970","conserved"
"2679","api4290","EfaB_PLUS_21840.g1788","Coccidia"
"2680","api4291","EfaB_PLUS_22732.g1892","Apicomplexa"
"2681","api430","EfaB_PLUS_23272.g1959","conserved"
"2682","api4302","EfaB_MINUS_31498.g2414","conserved"
"2683","api4304","EfaB_MINUS_4849.g447","Coccidia"
"2684","api4309","EfaB_MINUS_21549.g1858","Coccidia"
"2685","api431","EfaB_PLUS_25458.g2106","conserved"
"2686","api4313","EfaB_PLUS_20371.g1652","Coccidia"
"2687","api4316","EfaB_MINUS_3469.g365","Apicomplexa"
"2688","api432","EfaB_MINUS_19222.g1686","conserved"
"2689","api4320","EfaB_PLUS_50054.g2719","Coccidia"
"2690","api4321","EfaB_MINUS_12281.g1069","ApicomplexaC"
"2691","api4323","EfaB_MINUS_10843.g937","Apicomplexa"
"2692","api4324","EfaB_PLUS_17907.g1561","Coccidia"
"2693","api4326","EfaB_PLUS_22284.g1812","Coccidia"
"2694","api4329","EfaB_PLUS_31498.g2321","Apicomplexa"
"2695","api433","EfaB_MINUS_19222.g1687","conserved"
"2696","api4333","EfaB_MINUS_8675.g863","ApicomplexaC"
"2697","api4334","EfaB_PLUS_52892.g2758","conserved"
"2698","api4336","EfaB_MINUS_20412.g1814","ApicomplexaC"
"2699","api4338","EfaB_MINUS_6743.g597","Apicomplexa"
"2700","api4339","EfaB_PLUS_4114.g419","Apicomplexa"
"2701","api434","EfaB_MINUS_1974.g218","conserved"
"2702","api4342","EfaB_PLUS_16742.g1419","Apicomplexa"
"2703","api4343","EfaB_MINUS_13222.g1139","Apicomplexa"
"2704","api4349","EfaB_PLUS_19717.g1627","Apicomplexa"
"2705","api4354","EfaB_PLUS_17907.g1554","Coccidia"
"2706","api4355","EfaB_MINUS_53301.g2880","Coccidia"
"2707","api4357","EfaB_PLUS_720.g57","Apicomplexa"
"2708","api4358","EfaB_PLUS_43533.g2634","Coccidia"
"2709","api436","EfaB_PLUS_11882.g1019","conserved"
"2710","api4360","EfaB_MINUS_49504.g2812","Apicomplexa"
"2711","api4361","EfaB_PLUS_49504.g2715","Apicomplexa"
"2712","api4362","EfaB_PLUS_56725.g2851","Coccidia"
"2713","api4365","EfaB_MINUS_13222.g1147","Coccidia"
"2714","api4366","EfaB_PLUS_24701.g2016","Coccidia"
"2715","api4375","EfaB_MINUS_12065.g1061","Apicomplexa"
"2716","api4378","EfaB_PLUS_31498.g2310","ApicomplexaC"
"2717","api4380","EfaB_MINUS_7048.g656","Apicomplexa"
"2718","api4381","EfaB_MINUS_4849.g440","Apicomplexa"
"2719","api4383","EfaB_PLUS_52892.g2740","ApicomplexaC"
"2720","api4385","EfaB_MINUS_20412.g1798","Coccidia"
"2721","api4386","EfaB_PLUS_5788.g518","conserved"
"2722","api4389","EfaB_PLUS_27413.g2205","Coccidia"
"2723","api4390","EfaB_PLUS_30201.g2267","Coccidia"
"2724","api4391","EfaB_MINUS_720.g60","Coccidia"
"2725","api4392","EfaB_PLUS_7742.g762","Eimeria"
"2726","api4393","EfaB_MINUS_33184.g2491","Apicomplexa"
"2727","api4394","EfaB_MINUS_40565.g2661","Coccidia"
"2728","api4395","EfaB_PLUS_800.g68","Coccidia"
"2729","api4396","EfaB_PLUS_800.g80","Coccidia"
"2730","api4397","EfaB_PLUS_16916.g1446","Coccidia"
"2731","api4399","EfaB_PLUS_49504.g2697","Coccidia"
"2732","api4400","EfaB_MINUS_7048.g697","Coccidia"
"2733","api4401","EfaB_PLUS_20877.g1761","Coccidia"
"2734","api4402","EfaB_PLUS_32574.g2357","Coccidia"
"2735","api4403","EfaB_MINUS_4891.g455","Coccidia"
"2736","api4404","EfaB_PLUS_49504.g2705","Coccidia"
"2737","api4407","EfaB_PLUS_11882.g1026","Coccidia"
"2738","api4408","EfaB_PLUS_8817.g865","Eimeria"
"2739","api4408","EfaB_PLUS_8817.g864","Eimeria"
"2740","api4409","EfaB_MINUS_20412.g1808","Eimeria"
"2741","api441","EfaB_PLUS_14978.g1225","conserved"
"2742","api4410","EfaB_PLUS_26415.g2145","Coccidia"
"2743","api4411","EfaB_PLUS_25398.g2087","Coccidia"
"2744","api4412","EfaB_MINUS_27383.g2277","conserved"
"2745","api4413","EfaB_MINUS_27413.g2294","Coccidia"
"2746","api4414","EfaB_MINUS_43533.g2752","Coccidia"
"2747","api4415","EfaB_PLUS_40637.g2582","Coccidia"
"2748","api4416","EfaB_MINUS_23143.g2002","Coccidia"
"2749","api4417","EfaB_PLUS_19222.g1615","Eimeria"
"2750","api4418","EfaB_PLUS_4114.g417","Coccidia"
"2751","api4419","EfaB_PLUS_2387.g293","Coccidia"
"2752","api442","EfaB_MINUS_15648.g1354","conserved"
"2753","api4420","EfaB_MINUS_58361.g2985","Coccidia"
"2754","api4421","EfaB_PLUS_24117.g1967","Coccidia"
"2755","api4422","EfaB_MINUS_34020.g2561","Coccidia"
"2756","api4423","EfaB_MINUS_22284.g1901","Coccidia"
"2757","api4424","EfaB_MINUS_22284.g1902","Coccidia"
"2758","api4425","EfaB_PLUS_58361.g2873","Coccidia"
"2759","api4426","EfaB_MINUS_17096.g1517","Coccidia"
"2760","api4427","EfaB_MINUS_20412.g1828","Coccidia"
"2761","api4428","EfaB_PLUS_24701.g2014","Coccidia"
"2762","api4429","EfaB_PLUS_7715.g725","Coccidia"
"2763","api443","EfaB_MINUS_30201.g2358","conserved"
"2764","api443","EfaB_MINUS_49504.g2824","conserved"
"2765","api4430","EfaB_PLUS_14053.g1199","Eimeria"
"2766","api4431","EfaB_MINUS_22732.g1966","Coccidia"
"2767","api4432","EfaB_PLUS_3407.g342","Coccidia"
"2768","api4433","EfaB_MINUS_32574.g2458","ApicomplexaC"
"2769","api4434","EfaB_PLUS_49504.g2716","Coccidia"
"2770","api4435","EfaB_PLUS_3469.g356","Coccidia"
"2771","api4436","EfaB_MINUS_18472.g1655","Coccidia"
"2772","api4437","EfaB_PLUS_2387.g304","Coccidia"
"2773","api4438","EfaB_MINUS_19717.g1708","Coccidia"
"2774","api4439","EfaB_MINUS_33184.g2488","Coccidia"
"2775","api444","EfaB_MINUS_26415.g2252","conserved"
"2776","api4440","EfaB_PLUS_7742.g796","Coccidia"
"2777","api4441","EfaB_MINUS_800.g73","Coccidia"
"2778","api4442","EfaB_PLUS_1974.g210","Coccidia"
"2779","api4443","EfaB_MINUS_13227.g1159","Coccidia"
"2780","api4444","EfaB_MINUS_5086.g458","Coccidia"
"2781","api4445","EfaB_PLUS_17400.g1505","Coccidia"
"2782","api4446","EfaB_PLUS_15349.g1268","Coccidia"
"2783","api4447","EfaB_MINUS_14978.g1258","Coccidia"
"2784","api4448","EfaB_MINUS_50714.g2849","Coccidia"
"2785","api4449","EfaB_PLUS_50714.g2735","Coccidia"
"2786","api445","EfaB_PLUS_32574.g2374","conserved"
"2787","api4450","EfaB_MINUS_25458.g2191","Coccidia"
"2788","api4451","EfaB_MINUS_7742.g807","Coccidia"
"2789","api4452","EfaB_MINUS_800.g81","Coccidia"
"2790","api4453","EfaB_PLUS_22240.g1805","Coccidia"
"2791","api4454","EfaB_PLUS_17907.g1551","Coccidia"
"2792","api4455","EfaB_PLUS_16835.g1443","Coccidia"
"2793","api4456","EfaB_PLUS_16835.g1444","Coccidia"
"2794","api4457","EfaB_MINUS_22240.g1892","Coccidia"
"2795","api4458","EfaB_MINUS_12534.g1106","Coccidia"
"2796","api4459","EfaB_PLUS_5792.g561","Coccidia"
"2797","api446","EfaB_PLUS_34010.g2448","conserved"
"2798","api4460","EfaB_PLUS_18472.g1578","Coccidia"
"2799","api4461","EfaB_MINUS_7742.g768","Coccidia"
"2800","api4462","EfaB_PLUS_23143.g1923","Coccidia"
"2801","api4463","EfaB_MINUS_21981.g1886","Coccidia"
"2802","api4464","EfaB_MINUS_3973.g396","Coccidia"
"2803","api4465","EfaB_MINUS_22450.g1932","Coccidia"
"2804","api4466","EfaB_PLUS_25052.g2037","Coccidia"
"2805","api4467","EfaB_MINUS_7742.g810","Coccidia"
"2806","api4468","EfaB_PLUS_25190.g2077","conserved"
"2807","api4469","EfaB_PLUS_5788.g516","Coccidia"
"2808","api447","EfaB_MINUS_32574.g2451","conserved"
"2809","api4470","EfaB_MINUS_21549.g1864","Coccidia"
"2810","api4471","EfaB_PLUS_4475.g430","Coccidia"
"2811","api4472","EfaB_PLUS_28105.g2218","Coccidia"
"2812","api4473","EfaB_PLUS_49504.g2704","Coccidia"
"2813","api4474","EfaB_PLUS_18869.g1602","Coccidia"
"2814","api4475","EfaB_MINUS_228.g7","Coccidia"
"2815","api4476","EfaB_PLUS_7048.g673","Coccidia"
"2816","api4477","EfaB_PLUS_5767.g515","Eimeria"
"2817","api4478","EfaB_MINUS_5670.g472","Coccidia"
"2818","api4479","EfaB_PLUS_39892.g2548","Coccidia"
"2819","api4480","EfaB_MINUS_4849.g446","Coccidia"
"2820","api4482","EfaB_MINUS_24117.g2072","Coccidia"
"2821","api4483","EfaB_MINUS_42996.g2710","Coccidia"
"2822","api4484","EfaB_MINUS_17907.g1611","Coccidia"
"2823","api4485","EfaB_PLUS_56725.g2813","Coccidia"
"2824","api4486","EfaB_MINUS_18869.g1676","Coccidia"
"2825","api4487","EfaB_PLUS_43143.g2622","Coccidia"
"2826","api4488","EfaB_MINUS_7048.g694","Coccidia"
"2827","api4489","EfaB_PLUS_20437.g1752","Coccidia"
"2828","api4490","EfaB_MINUS_11414.g1001","Coccidia"
"2829","api4491","EfaB_PLUS_24117.g1990","Coccidia"
"2830","api4492","EfaB_MINUS_28203.g2327","Coccidia"
"2831","api4493","EfaB_PLUS_13222.g1094","Coccidia"
"2832","api4494","EfaB_MINUS_7742.g772","ApicomplexaC"
"2833","api4495","EfaB_MINUS_37748.g2594","Coccidia"
"2834","api4496","EfaB_PLUS_49504.g2712","Coccidia"
"2835","api4497","EfaB_PLUS_13385.g1164","Coccidia"
"2836","api4498","EfaB_MINUS_31498.g2420","Coccidia"
"2837","api4499","EfaB_MINUS_20371.g1766","conserved"
"2838","api4500","EfaB_PLUS_20371.g1650","Coccidia"
"2839","api4501","EfaB_MINUS_20371.g1734","Coccidia"
"2840","api4502","EfaB_MINUS_34204.g2565","conserved"
"2841","api4503","EfaB_PLUS_14053.g1198","Coccidia"
"2842","api4504","EfaB_PLUS_21566.g1781","Eimeria"
"2843","api4505","EfaB_PLUS_43143.g2627","Coccidia"
"2844","api4506","EfaB_MINUS_11789.g1033","Coccidia"
"2845","api4507","EfaB_PLUS_13222.g1098","Coccidia"
"2846","api4509","EfaB_MINUS_31151.g2374","conserved"
"2847","api451","EfaB_PLUS_20437.g1753","conserved"
"2848","api4511","EfaB_PLUS_24117.g1975","conserved"
"2849","api4513","EfaB_MINUS_14978.g1252","conserved"
"2850","api452","EfaB_MINUS_56725.g2917","conserved"
"2851","api4524","EfaB_PLUS_22450.g1880","conserved"
"2852","api4525","EfaB_MINUS_14978.g1265","conserved"
"2853","api4529","EfaB_MINUS_6929.g630","conserved"
"2854","api453","EfaB_PLUS_15349.g1261","conserved"
"2855","api4530","EfaB_PLUS_23143.g1918","conserved"
"2856","api4532","EfaB_PLUS_27383.g2187","Apicomplexa"
"2857","api4533","EfaB_MINUS_2387.g299","ApicomplexaC"
"2858","api4535","EfaB_MINUS_13227.g1185","ApicomplexaC"
"2859","api4537","EfaB_PLUS_6253.g591","ApicomplexaC"
"2860","api4538","EfaB_PLUS_42416.g2593","ApicomplexaC"
"2861","api4539","EfaB_MINUS_15697.g1404","ApicomplexaC"
"2862","api454","EfaB_MINUS_24117.g2091","conserved"
"2863","api4540","EfaB_PLUS_1425.g165","ApicomplexaC"
"2864","api4541","EfaB_PLUS_52892.g2749","ApicomplexaC"
"2865","api4542","EfaB_MINUS_40637.g2673","ApicomplexaC"
"2866","api4543","EfaB_MINUS_11233.g985","ApicomplexaC"
"2867","api4545","EfaB_PLUS_7048.g704","ApicomplexaC"
"2868","api4546","EfaB_MINUS_17907.g1638","ApicomplexaC"
"2869","api4547","EfaB_PLUS_22450.g1828","ApicomplexaC"
"2870","api4548","EfaB_MINUS_36188.g2575","ApicomplexaC"
"2871","api4551","EfaB_MINUS_15745.g1429","ApicomplexaC"
"2872","api4552","EfaB_PLUS_17195.g1492","ApicomplexaC"
"2873","api4554","EfaB_MINUS_5792.g520","ApicomplexaC"
"2874","api4555","EfaB_PLUS_15349.g1251","ApicomplexaC"
"2875","api4556","EfaB_PLUS_50054.g2723","ApicomplexaC"
"2876","api4559","EfaB_MINUS_4714.g429","ApicomplexaC"
"2877","api456","EfaB_PLUS_800.g87","conserved"
"2878","api4560","EfaB_PLUS_34010.g2433","ApicomplexaC"
"2879","api4561","EfaB_MINUS_16835.g1491","ApicomplexaC"
"2880","api4562","EfaB_PLUS_31151.g2282","conserved"
"2881","api4563","EfaB_PLUS_17907.g1565","ApicomplexaC"
"2882","api4564","EfaB_PLUS_15899.g1395","Apicomplexa"
"2883","api4565","EfaB_PLUS_15576.g1280","Apicomplexa"
"2884","api4566","EfaB_MINUS_25458.g2208","Apicomplexa"
"2885","api4567","EfaB_MINUS_12367.g1092","Apicomplexa"
"2886","api4568","EfaB_MINUS_25177.g2145","conserved"
"2887","api4569","EfaB_MINUS_11280.g989","Apicomplexa"
"2888","api4570","EfaB_PLUS_18869.g1593","Apicomplexa"
"2889","api4571","EfaB_PLUS_6743.g608","Coccidia"
"2890","api4572","EfaB_PLUS_21981.g1804","conserved"
"2891","api4573","EfaB_MINUS_25458.g2176","Coccidia"
"2892","api4574","EfaB_MINUS_56725.g2922","Coccidia"
"2893","api4575","EfaB_PLUS_20412.g1707","Apicomplexa"
"2894","api4578","EfaB_MINUS_49504.g2811","Coccidia"
"2895","api458","EfaB_PLUS_3407.g341","conserved"
"2896","api4580","EfaB_PLUS_3469.g349","conserved"
"2897","api4581","EfaB_MINUS_32574.g2450","Apicomplexa"
"2898","api4582","EfaB_PLUS_8664.g832","conserved"
"2899","api4583","EfaB_MINUS_13222.g1153","conserved"
"2900","api4584","EfaB_PLUS_15899.g1403","conserved"
"2901","api4585","EfaB_PLUS_7577.g717","conserved"
"2902","api4586","EfaB_PLUS_15349.g1262","Coccidia"
"2903","api4588","EfaB_MINUS_36188.g2579","Apicomplexa"
"2904","api459","EfaB_MINUS_5788.g497","conserved"
"2905","api4590","EfaB_MINUS_15899.g1460","conserved"
"2906","api4591","EfaB_MINUS_12302.g1080","conserved"
"2907","api4592","EfaB_MINUS_4789.g434","Coccidia"
"2908","api4597","EfaB_PLUS_31746.g2338","Apicomplexa"
"2909","api4598","EfaB_PLUS_24117.g1993","Coccidia"
"2910","api46","EfaB_PLUS_17907.g1546","conserved"
"2911","api460","EfaB_MINUS_33854.g2512","conserved"
"2912","api4600","EfaB_MINUS_9382.g891","conserved"
"2913","api4601","EfaB_PLUS_4881.g461","Coccidia"
"2914","api4602","EfaB_MINUS_11135.g980","Apicomplexa"
"2915","api4603","EfaB_MINUS_13222.g1150","Coccidia"
"2916","api4604","EfaB_MINUS_11414.g999","Coccidia"
"2917","api4605","EfaB_MINUS_3469.g366","conserved"
"2918","api4606","EfaB_PLUS_32574.g2373","Apicomplexa"
"2919","api4607","EfaB_MINUS_1048.g119","Coccidia"
"2920","api4608","EfaB_PLUS_8664.g826","conserved"
"2921","api4609","EfaB_PLUS_18869.g1591","conserved"
"2922","api4610","EfaB_PLUS_43533.g2647","conserved"
"2923","api4611","EfaB_MINUS_31746.g2432","conserved"
"2924","api4612","EfaB_PLUS_52892.g2761","conserved"
"2925","api4615","EfaB_PLUS_22450.g1834","conserved"
"2926","api4616","EfaB_MINUS_12065.g1059","Apicomplexa"
"2927","api4617","EfaB_MINUS_9382.g892","Coccidia"
"2928","api4618","EfaB_MINUS_20371.g1747","Coccidia"
"2929","api4619","EfaB_PLUS_20371.g1655","Apicomplexa"
"2930","api462","EfaB_PLUS_32574.g2370","conserved"
"2931","api4620","EfaB_MINUS_5727.g487","Apicomplexa"
"2932","api4621","EfaB_PLUS_20412.g1746","conserved"
"2933","api4622","EfaB_MINUS_52892.g2861","Coccidia"
"2934","api4624","EfaB_MINUS_17907.g1618","conserved"
"2935","api4625","EfaB_PLUS_11030.g938","conserved"
"2936","api4626","EfaB_MINUS_25458.g2185","Coccidia"
"2937","api4627","EfaB_MINUS_42996.g2702","conserved"
"2938","api4629","EfaB_PLUS_12065.g1038","Coccidia"
"2939","api463","EfaB_MINUS_12065.g1062","conserved"
"2940","api4632","EfaB_PLUS_6743.g607","Apicomplexa"
"2941","api4633","EfaB_MINUS_23143.g1981","Coccidia"
"2942","api4634","EfaB_PLUS_2526.g311","Coccidia"
"2943","api4635","EfaB_PLUS_3162.g328","conserved"
"2944","api4636","EfaB_MINUS_17907.g1637","Apicomplexa"
"2945","api464","EfaB_PLUS_24701.g2015","conserved"
"2946","api4642","EfaB_MINUS_26136.g2221","Apicomplexa"
"2947","api4643","EfaB_PLUS_4849.g455","Apicomplexa"
"2948","api4644","EfaB_MINUS_42996.g2704","conserved"
"2949","api4645","EfaB_PLUS_58361.g2880","Coccidia"
"2950","api465","EfaB_PLUS_4360.g429","conserved"
"2951","api4654","EfaB_MINUS_1974.g224","Eimeria"
"2952","api4659","EfaB_MINUS_30201.g2355","Eimeria"
"2953","api466","EfaB_PLUS_39892.g2560","conserved"
"2954","api4660","EfaB_MINUS_2387.g296","Eimeria"
"2955","api4662","EfaB_MINUS_13227.g1164","Eimeria"
"2956","api4664","EfaB_MINUS_9917.g909","Coccidia"
"2957","api4665","EfaB_MINUS_21549.g1859","Eimeria"
"2958","api4666","EfaB_MINUS_33184.g2483","Eimeria"
"2959","api4667","EfaB_MINUS_12534.g1105","Eimeria"
"2960","api4668","EfaB_PLUS_1974.g226","Eimeria"
"2961","api467","EfaB_MINUS_40637.g2671","conserved"
"2962","api4673","EfaB_PLUS_32574.g2353","Eimeria"
"2963","api4674","EfaB_PLUS_20371.g1653","Eimeria"
"2964","api4679","EfaB_MINUS_56725.g2906","Eimeria"
"2965","api468","EfaB_MINUS_16742.g1478","conserved"
"2966","api468","EfaB_MINUS_3455.g336","conserved"
"2967","api469","EfaB_MINUS_39892.g2640","conserved"
"2968","api470","EfaB_PLUS_1974.g222","conserved"
"2969","api4709","EfaB_PLUS_2336.g258","ApicomplexaC"
"2970","api471","EfaB_PLUS_37748.g2498","conserved"
"2971","api472","EfaB_MINUS_228.g27","conserved"
"2972","api473","EfaB_MINUS_11882.g1038","conserved"
"2973","api476","EfaB_MINUS_2336.g254","conserved"
"2974","api478","EfaB_PLUS_5519.g487","conserved"
"2975","api478","EfaB_MINUS_20412.g1801","conserved"
"2976","api479","EfaB_PLUS_13222.g1124","ApicomplexaC"
"2977","api479","EfaB_MINUS_5788.g510","ApicomplexaC"
"2978","api480","EfaB_MINUS_2387.g298","ApicomplexaC"
"2979","api480","EfaB_MINUS_15745.g1419","ApicomplexaC"
"2980","api481","EfaB_MINUS_8817.g874","conserved"
"2981","api481","EfaB_MINUS_21840.g1878","conserved"
"2982","api482","EfaB_MINUS_14978.g1276","conserved"
"2983","api483","EfaB_MINUS_22450.g1912","conserved"
"2984","api484","EfaB_PLUS_11414.g979","conserved"
"2985","api485","EfaB_PLUS_17907.g1559","ApicomplexaC"
"2986","api4871","EfaB_MINUS_26792.g2257","conserved"
"2987","api493","EfaB_PLUS_20371.g1686","conserved"
"2988","api494","EfaB_MINUS_11414.g1006","conserved"
"2989","api495","EfaB_MINUS_33184.g2480","conserved"
"2990","api496","EfaB_PLUS_2074.g233","conserved"
"2991","api496","EfaB_PLUS_4114.g414","conserved"
"2992","api4978","EfaB_MINUS_19717.g1716","Coccidia"
"2993","api4979","EfaB_PLUS_2074.g242","Eimeria"
"2994","api4985","EfaB_MINUS_720.g48","Coccidia"
"2995","api4986","EfaB_MINUS_720.g61","Eimeria"
"2996","api4987","EfaB_MINUS_1425.g190","Eimeria"
"2997","api4988","EfaB_MINUS_2387.g280","Eimeria"
"2998","api4989","EfaB_MINUS_2526.g308","Eimeria"
"2999","api499","EfaB_PLUS_8664.g835","conserved"
"3000","api4990","EfaB_MINUS_2526.g314","Coccidia"
"3001","api4991","EfaB_MINUS_4789.g433","Eimeria"
"3002","api4992","EfaB_MINUS_5670.g475","Eimeria"
"3003","api4994","EfaB_MINUS_5792.g525","Eimeria"
"3004","api4995","EfaB_MINUS_6710.g584","Coccidia"
"3005","api4996","EfaB_MINUS_7048.g653","Eimeria"
"3006","api4998","EfaB_MINUS_9917.g901","Eimeria"
"3007","api4999","EfaB_MINUS_10843.g931","Coccidia"
"3008","api500","EfaB_PLUS_4891.g464","conserved"
"3009","api5000","EfaB_MINUS_11124.g969","Eimeria"
"3010","api5001","EfaB_MINUS_12616.g1109","Eimeria"
"3011","api5002","EfaB_MINUS_15349.g1305","Coccidia"
"3012","api5003","EfaB_MINUS_15576.g1319","Apicomplexa"
"3013","api5004","EfaB_MINUS_20437.g1851","conserved"
"3014","api5005","EfaB_MINUS_22732.g1965","Eimeria"
"3015","api5006","EfaB_MINUS_26136.g2218","Coccidia"
"3016","api5007","EfaB_MINUS_26415.g2245","Eimeria"
"3017","api5008","EfaB_MINUS_26831.g2259","Eimeria"
"3018","api5009","EfaB_MINUS_31151.g2362","conserved"
"3019","api501","EfaB_PLUS_52892.g2741","Apicomplexa"
"3020","api5010","EfaB_MINUS_31746.g2433","Eimeria"
"3021","api5011","EfaB_MINUS_31746.g2444","Eimeria"
"3022","api5012","EfaB_MINUS_45403.g2785","Coccidia"
"3023","api5013","EfaB_MINUS_56725.g2932","Coccidia"
"3024","api5014","EfaB_MINUS_56725.g2934","Coccidia"
"3025","api5015","EfaB_MINUS_56725.g2963","Eimeria"
"3026","api5016","EfaB_MINUS_58361.g2993","Eimeria"
"3027","api5017","EfaB_PLUS_1001.g100","Eimeria"
"3028","api5018","EfaB_PLUS_1974.g225","Coccidia"
"3029","api5019","EfaB_PLUS_3222.g334","Eimeria"
"3030","api502","EfaB_MINUS_25458.g2189","conserved"
"3031","api5020","EfaB_PLUS_3881.g386","Eimeria"
"3032","api5021","EfaB_PLUS_4114.g420","Eimeria"
"3033","api5022","EfaB_PLUS_4714.g437","Eimeria"
"3034","api5023","EfaB_PLUS_4849.g458","Eimeria"
"3035","api5024","EfaB_PLUS_4849.g460","Eimeria"
"3036","api5025","EfaB_PLUS_4891.g462","Eimeria"
"3037","api5026","EfaB_PLUS_5519.g484","Eimeria"
"3038","api5027","EfaB_PLUS_7742.g733","Eimeria"
"3039","api5029","EfaB_PLUS_13222.g1097","Eimeria"
"3040","api503","EfaB_MINUS_43533.g2735","Coccidia"
"3041","api503","EfaB_MINUS_56725.g2936","Coccidia"
"3042","api5030","EfaB_PLUS_13398.g1171","Coccidia"
"3043","api5031","EfaB_PLUS_14978.g1246","Eimeria"
"3044","api5032","EfaB_PLUS_16742.g1422","Eimeria"
"3045","api5033","EfaB_PLUS_16916.g1448","Coccidia"
"3046","api5034","EfaB_PLUS_20371.g1644","Eimeria"
"3047","api5035","EfaB_PLUS_20412.g1704","Eimeria"
"3048","api5036","EfaB_PLUS_21549.g1775","Eimeria"
"3049","api5037","EfaB_PLUS_22732.g1895","Eimeria"
"3050","api5038","EfaB_PLUS_23272.g1953","conserved"
"3051","api5039","EfaB_PLUS_24117.g1969","Eimeria"
"3052","api504","EfaB_MINUS_22450.g1922","conserved"
"3053","api5040","EfaB_PLUS_25458.g2111","Eimeria"
"3054","api5041","EfaB_PLUS_30201.g2271","Apicomplexa"
"3055","api5042","EfaB_PLUS_31498.g2301","Coccidia"
"3056","api5043","EfaB_PLUS_31498.g2320","Coccidia"
"3057","api5044","EfaB_PLUS_33184.g2393","Eimeria"
"3058","api5046","EfaB_PLUS_34010.g2438","Eimeria"
"3059","api5047","EfaB_PLUS_35028.g2481","Eimeria"
"3060","api5048","EfaB_PLUS_37942.g2521","Eimeria"
"3061","api5049","EfaB_PLUS_39892.g2549","Eimeria"
"3062","api505","EfaB_PLUS_42996.g2605","Coccidia"
"3063","api505","EfaB_PLUS_42996.g2602","Coccidia"
"3064","api505","EfaB_PLUS_42996.g2603","Coccidia"
"3065","api5050","EfaB_PLUS_42996.g2598","Eimeria"
"3066","api5051","EfaB_PLUS_43143.g2626","Eimeria"
"3067","api5052","EfaB_PLUS_56725.g2852","Eimeria"
"3068","api5053","EfaB_PLUS_58361.g2863","Eimeria"
"3069","api5054","EfaB_PLUS_58361.g2876","Eimeria"
"3070","api506","EfaB_MINUS_17907.g1601","conserved"
"3071","api506","EfaB_MINUS_17907.g1604","conserved"
"3072","api507","EfaB_PLUS_38801.g2533","Coccidia"
"3073","api507","EfaB_PLUS_21566.g1780","Coccidia"
"3074","api507","EfaB_PLUS_14667.g1206","Coccidia"
"3075","api508","EfaB_PLUS_9917.g896","Coccidia"
"3076","api508","EfaB_PLUS_274.g32","Coccidia"
"3077","api508","EfaB_MINUS_274.g32","Coccidia"
"3078","api508","EfaB_MINUS_3416.g334","Coccidia"
"3079","api509","EfaB_MINUS_13222.g1154","conserved"
"3080","api510","EfaB_MINUS_12302.g1078","conserved"
"3081","api511","EfaB_PLUS_24117.g2005","conserved"
"3082","api512","EfaB_PLUS_15648.g1330","conserved"
"3083","api513","EfaB_PLUS_1425.g181","conserved"
"3084","api514","EfaB_MINUS_50054.g2833","conserved"
"3085","api515","EfaB_MINUS_7427.g713","conserved"
"3086","api516","EfaB_MINUS_15648.g1392","conserved"
